Added;Age;Alt Pos.;Att W/R;Body Type;Card ID;Club;Def W/R;Foot;Futwiz Link;Height;ID;League;Name;Nationality;Overall Rating;Player ID;Position;Price;Skill Moves;Version;Weak Foot;Weight;AcceleRATE;Acceleration;Aggression;Agility;Balance;Ball Control;Composure;Crossing;Curve;DEF;DRI;Def. Awareness;Dribbling;FK. Acc.;Finishing;Heading Acc.;Interceptions;Jumping;Long Pass;Long Shots;PAC;PAS;PHY;Penalties;PlayStyles;PlayStyles+;Positioning;Reactions;SHO;Short Pass;Shot Power;Slide Tackle;Sprint Speed;Stamina;Stand Tackle;Strength;Vision;Volleys;DIV;GK. Diving;GK. Handling;GK. Kicking;GK. Pos;GK. Reflexes;HAN;KIC;POS;REF;SPD
September 13, 2024 20:04;22;LM;;Avg & Lean;256769;Stade Rennais FC;;Left;https://www.futwiz.com/en/fc25/player/adrien-truffert/1678;"5' 9"" / 176cm";1678;FRA 1;Adrien Truffert;France;77;256769;LB;2300;2 ;GOLD;3 ;72kg;;;;;;;;;;;;;;;;;;;;;;;;;Whipped Pass, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;27;CDM;;Avg & Lean;229752;Sevilla FC;;Right;https://www.futwiz.com/en/fc25/player/djibril-sow/1212;"6' 0"" / 184cm";1212;ESP 1;Djibril Sow;Switzerland;78;229752;CM;650;3 ;GOLD RARE;4 ;76kg;;;;;;;;;;;;;;;;;;;;;;;;;Relentless, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;28;LW;;Avg & Normal;275971;Ajax;;Right;https://www.futwiz.com/en/fc25/player/tiny-hoekstra/1442;"5' 7"" / 171cm";1442;Nederland Vrouwen Liga;Tiny Hoekstra;Netherlands;77;275971;ST;950;3 ;GOLD;3 ;60kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;24;LM, CAM, RW;;Short & Normal;271400;Feyenoord;;Right;https://www.futwiz.com/en/fc25/player/igor-paixao/1350;"5' 6"" / 168cm";1350;NED 1;Igor Paixao;Brazil;77;271400;LW;350;4 ;GOLD;4 ;63kg;;;;;;;;;;;;;;;;;;;;;;;;;Whipped Pass, Technical, Flair, ;;;;;;;;;;;;;;;;;;;;;;;;
February 25, 2025 23:32;27;;;Tall & Lean;67332535;Bergamo Calcio;;Right;https://www.futwiz.com/en/fc25/player/stefan-posch/22015;"6' 3"" / 190cm";22015;ITA 1;Stefan Posch;Austria;78;223671;RB;850;2 ;GOLD;3 ;82kg;;;;;;;;;;;;;;;;;;;;;;;;;Long Ball Pass, Block, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;25;CM;;Avg & Lean;260466;Fenerbahce;;Right;https://www.futwiz.com/en/fc25/player/ismail-yuksek/1660;"6' 0"" / 183cm";1660;TUR 1;Ismail Yuksek;Turkey;77;260466;CDM;350;3 ;GOLD;3 ;77kg;;;;;;;;;;;;;;;;;;;;;;;;;Jockey, Intercept, Slide Tackle, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;24;;;Tall & Normal;256325;Ajax;;Right;https://www.futwiz.com/en/fc25/player/josip-sutalo/1493;"6' 1"" / 185cm";1493;NED 1;Josip Sutalo;Croatia;77;256325;CB;600;2 ;GOLD RARE;3 ;82kg;;;;;;;;;;;;;;;;;;;;;;;;;Intercept, Anticipate, ;;;;;;;;;;;;;;;;;;;;;;;;
September 12, 2024 18:14;28;LM, RW, ST;;Short & Normal;208919;Whitecaps FC;;Left;https://www.futwiz.com/en/fc25/player/ryan-gauld/282;"5' 7"" / 169cm";282;MLS;Ryan Gauld;Scotland;78;208919;LW;350;4 ;GOLD;3 ;62kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Incisive Pass, Technical, Flair, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;24;CAM;;Avg & Normal;265025;TSG Hoffenheim;;Right;https://www.futwiz.com/en/fc25/player/selina-cerci/1318;"5' 7"" / 171cm";1318;Frauen Bundesliga;Selina Cerci;Germany;77;265025;ST;350;3 ;GOLD;4 ;63kg;;;;;;;;;;;;;;;;;;;;;;;;;Technical, Flair, ;;;;;;;;;;;;;;;;;;;;;;;;
February 25, 2025 23:32;35;CDM;;Avg & Lean;50523388;Boca Juniors;;Right;https://www.futwiz.com/en/fc25/player/ander-herrera/22010;"6' 0"" / 182cm";22010;SUD;Ander Herrera;Spain;78;191740;CM;350;3 ;GOLD;4 ;71kg;;;;;;;;;;;;;;;;;;;;;;;;;Relentless, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;26;;;Avg & Stocky;229153;AEK Athens;;Left;https://www.futwiz.com/en/fc25/player/levi-garcia/1149;"6' 0"" / 182cm";1149;GRE 1;Levi Garcia;Trinidad and Tobago;78;229153;ST;5000;4 ;GOLD RARE;3 ;86kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Header, Technical, Flair, Quick Step, Aerial, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;26;LM;;Short & Normal;275808;Slavia Praha;;Right;https://www.futwiz.com/en/fc25/player/tereza-szewieczkova/1491;"5' 4"" / 163cm";1491;Ceska Liga Zen;Tereza Szewieczkova;Czech Republic;77;275808;CM;350;3 ;GOLD;3 ;62kg;;;;;;;;;;;;;;;;;;;;;;;;;Incisive Pass, Press Proven, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;25;LM, CAM, RW;;Avg & Lean;271302;Athletic Club;;Right;https://www.futwiz.com/en/fc25/player/alvaro-djalo/1294;"5' 9"" / 175cm";1294;ESP 1;Alvaro Djalo;Spain;77;271302;RM;350;3 ;GOLD;3 ;65kg;;;;;;;;;;;;;;;;;;;;;;;;;Rapid, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;27;;;Tall & Lean;223197;AFC Bournemouth;;Right;https://www.futwiz.com/en/fc25/player/enes-unal/1197;"6' 2"" / 187cm";1197;ENG 1;Enes Unal;Turkey;78;223197;ST;350;3 ;GOLD;4 ;78kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Shot, Dead Ball, Aerial, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;28;;;Avg & Lean;264998;Spurs;;Right;https://www.futwiz.com/en/fc25/player/luana-buhler/1334;"5' 7"" / 171cm";1334;Barclays WSL;Luana Buhler;Switzerland;77;264998;CB;500;2 ;GOLD;2 ;60kg;;;;;;;;;;;;;;;;;;;;;;;;;Block, Intercept, Anticipate, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;23;;;Avg & Normal;247463;AS Monaco;;Right;https://www.futwiz.com/en/fc25/player/folarin-balogun/1353;"5' 10"" / 178cm";1353;FRA 1;Folarin Balogun;United States;77;247463;ST;350;3 ;GOLD;4 ;66kg;;;;;;;;;;;;;;;;;;;;;;;;;Flair, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;30;;;Avg & Normal;208596;Como;;Right;https://www.futwiz.com/en/fc25/player/andrea-belotti/1009;"5' 11"" / 181cm";1009;ITA 1;Andrea Belotti;Italy;78;208596;ST;350;2 ;GOLD;4 ;84kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Header, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;34;;;Avg & Stocky;190717;West Ham;;Right;https://www.futwiz.com/en/fc25/player/michail-antonio/1020;"5' 11"" / 180cm";1020;ENG 1;Michail Antonio;Jamaica;78;190717;ST;4000;4 ;GOLD;3 ;82kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Header, Rapid, Long Throw, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;28;;;Avg & Lean;228302;Villarreal CF;;Left;https://www.futwiz.com/en/fc25/player/pedraza/1251;"6' 0"" / 184cm";1251;ESP 1;Pedraza;Spain;78;228302;LB;350;3 ;GOLD;2 ;73kg;;;;;;;;;;;;;;;;;;;;;;;;;Block, Anticipate, Rapid, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;21;;;Avg & Normal;260407;OM;;Right;https://www.futwiz.com/en/fc25/player/elye-wahi/1667;"5' 11"" / 181cm";1667;FRA 1;Elye Wahi;France;77;260407;ST;4000;4 ;GOLD RARE;4 ;77kg;;;;;;;;;;;;;;;;;;;;;;;;;Technical, Flair, Quick Step, Trivela, ;Acrobatic, ;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;22;CM;;Avg & Normal;255971;Olympiacos FC;;Right;https://www.futwiz.com/en/fc25/player/santiago-hezze/1443;"6' 0"" / 182cm";1443;GRE 1;Santiago Hezze;Argentina;77;255971;CDM;350;3 ;GOLD;3 ;77kg;;;;;;;;;;;;;;;;;;;;;;;;;Jockey, Intercept, Relentless, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;21;;;Short & Normal;274780;Atletico de Madrid;;Right;https://www.futwiz.com/en/fc25/player/luany/1305;"5' 5"" / 164cm";1305;Liga F;Luany;Brazil;77;274780;ST;350;3 ;GOLD;5 ;58kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;22;LB, LW;;Avg & Normal;271121;Feyenoord;;Left;https://www.futwiz.com/en/fc25/player/quilindschy-hartman/1449;"6' 0"" / 183cm";1449;NED 1;Quilindschy Hartman;Netherlands;77;271121;LM;2800;3 ;GOLD;3 ;72kg;;;;;;;;;;;;;;;;;;;;;;;;;Incisive Pass, Slide Tackle, Bruiser, ;;;;;;;;;;;;;;;;;;;;;;;;
January 3, 2025 16:20;29;RM;;Avg & Normal;222558;AS Roma;;Right;https://www.futwiz.com/en/fc25/player/rick-karsdorp/20297;"6' 0"" / 184cm";20297;ITA 1;Rick Karsdorp;Netherlands;78;222558;RB;0;3 ;GOLD;3 ;80kg;;;;;;;;;;;;;;;;;;;;;;;;;Rapid, Long Throw, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;22;CAM;;Short & Normal;264989;TSG Hoffenheim;;Right;https://www.futwiz.com/en/fc25/player/gia-corley/1308;"5' 3"" / 159cm";1308;Frauen Bundesliga;Gia Corley;United States;77;264989;CM;5000;3 ;GOLD;2 ;55kg;;;;;;;;;;;;;;;;;;;;;;;;;Chip Shot, Block, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;23;CDM, LM;;Tall & Normal;246863;Borussia Dortmund;;Right;https://www.futwiz.com/en/fc25/player/felix-nmecha/1554;"6' 4"" / 194cm";1554;GER 1;Felix Nmecha;Germany;77;246863;CM;600;4 ;GOLD RARE;3 ;80kg;;;;;;;;;;;;;;;;;;;;;;;;;Block, Technical, Flair, Aerial, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;24;RW;;Avg & Lean;255475;Man Utd;;Left;https://www.futwiz.com/en/fc25/player/antony/1580;"5' 8"" / 172cm";1580;ENG 1;Antony;Brazil;77;255475;RM;800;5 ;GOLD RARE;1 ;63kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Technical, Flair, Trickster, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;30;;;Unique;227928;Wolves;;Right;https://www.futwiz.com/en/fc25/player/nelson-semedo/1186;"5' 10"" / 177cm";1186;ENG 1;Nelson Semedo;Portugal;78;227928;RB;400;4 ;GOLD;3 ;69kg;;;;;;;;;;;;;;;;;;;;;;;;;Rapid, ;;;;;;;;;;;;;;;;;;;;;;;;
February 25, 2025 23:32;21;;;Avg & Normal;67369271;Frankfurt;;Right;https://www.futwiz.com/en/fc25/player/elye-wahi/22026;"5' 11"" / 181cm";22026;GER 1;Elye Wahi;France;77;260407;ST;600;4 ;GOLD RARE;4 ;77kg;;;;;;;;;;;;;;;;;;;;;;;;;Technical, Flair, Quick Step, Trivela, ;Acrobatic, ;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;28;CM;;Avg & Normal;208450;Fulham;;Right;https://www.futwiz.com/en/fc25/player/andreas-pereira/1123;"5' 10"" / 177cm";1123;ENG 1;Andreas Pereira;Brazil;78;208450;CAM;350;4 ;GOLD;4 ;70kg;;;;;;;;;;;;;;;;;;;;;;;;;Dead Ball, Technical, Flair, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;25;;;Avg & Normal;274644;Spurs;;Right;https://www.futwiz.com/en/fc25/player/clare-hunt/1437;"5' 9"" / 176cm";1437;Barclays WSL;Clare Hunt;Australia;77;274644;CB;350;2 ;GOLD;3 ;63kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;21;ST, LW;;Avg & Normal;270670;Frankfurt;;Right;https://www.futwiz.com/en/fc25/player/fares-chaibi/1316;"6' 0"" / 183cm";1316;GER 1;Fares Chaibi;Algeria;77;270670;CAM;350;4 ;GOLD;3 ;79kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Technical, ;;;;;;;;;;;;;;;;;;;;;;;;
January 3, 2025 16:21;22;CAM;;Short & Normal;50596637;TSG Hoffenheim;;Right;https://www.futwiz.com/en/fc25/player/gia-corley/20321;"5' 3"" / 159cm";20321;Frauen Bundesliga;Gia Corley;Germany;77;264989;CM;1000;3 ;GOLD;2 ;55kg;;;;;;;;;;;;;;;;;;;;;;;;;Chip Shot, Block, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;22;;;Avg & Normal;270559;LOSC Lille;;Right;https://www.futwiz.com/en/fc25/player/tiago-santos/1325;"5' 9"" / 175cm";1325;FRA 1;Tiago Santos;Portugal;77;270559;RB;350;3 ;GOLD;3 ;67kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
March 11, 2025 17:26;22;CAM;;Short & Normal;67373853;San Diego Wave;;Right;https://www.futwiz.com/en/fc25/player/gia-corley/22439;"5' 3"" / 159cm";22439;NWSL;Gia Corley;United States;77;264989;CM;350;3 ;GOLD;2 ;55kg;;;;;;;;;;;;;;;;;;;;;;;;;Chip Shot, Block, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;27;LM;;Short & Normal;246786;Juventus;;Right;https://www.futwiz.com/en/fc25/player/valentina-bergamaschi/1347;"5' 6"" / 168cm";1347;Calcio A Femminile;Valentina Bergamaschi;Italy;77;246786;LB;350;3 ;GOLD;3 ;57kg;;;;;;;;;;;;;;;;;;;;;;;;;Rapid, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;22;CM;;Avg & Normal;259913;Shakhtar Donetsk;;Right;https://www.futwiz.com/en/fc25/player/heorhii-sudakov/1495;"5' 10"" / 177cm";1495;UKR 1;Heorhii Sudakov;Ukraine;77;259913;CAM;350;3 ;GOLD;5 ;68kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
January 7, 2025 00:27;30;;;--;227925;Portland Thorns;;Right;https://www.futwiz.com/en/fc25/player/mackenzie-arnold/20479;"5' 11"" / 181cm";20479;NWSL;Mackenzie Arnold;Australia;78;227925;GK;400;1 ;GOLD;2 ;76kg;;54;;;;;;15;15;;;20;;13;;8;20;;31;;;;;;Far Throw, ;;;;;32;;16;46;;12;;50;;;;;;;;;;;;
September 13, 2024 20:03;29;LM;;Avg & Lean;208421;Sevilla FC;;Left;https://www.futwiz.com/en/fc25/player/saul/1262;"6' 0"" / 184cm";1262;ESP 1;Saul;Spain;78;208421;CM;350;3 ;GOLD;4 ;75kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;20;LW;;Avg & Normal;273946;Paris SG;;Right;https://www.futwiz.com/en/fc25/player/korbin-albert/1363;"5' 8"" / 172cm";1363;D1 Arkema;Korbin Albert;United States;77;273946;CM;350;3 ;GOLD;3 ;62kg;;;;;;;;;;;;;;;;;;;;;;;;;Intercept, Technical, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;24;;;Avg & Lean;242916;Southampton;;Right;https://www.futwiz.com/en/fc25/player/yukinari-sugawara/1494;"5' 10"" / 178cm";1494;ENG 1;Yukinari Sugawara;Japan;77;242916;RB;350;3 ;GOLD;3 ;68kg;;;;;;;;;;;;;;;;;;;;;;;;;Dead Ball, Whipped Pass, Long Throw, ;;;;;;;;;;;;;;;;;;;;;;;;
February 7, 2025 14:45;24;RW;;Avg & Lean;50587123;Real Betis;;Left;https://www.futwiz.com/en/fc25/player/antony/21330;"5' 8"" / 172cm";21330;ESP 1;Antony;Brazil;77;255475;RM;900;5 ;GOLD RARE;1 ;63kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Technical, Flair, Trickster, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;25;;;Tall & Lean;237658;Wolves;;Right;https://www.futwiz.com/en/fc25/player/santiago-bueno/1335;"6' 3"" / 190cm";1335;ENG 1;Santiago Bueno;Uruguay;77;237658;CB;350;2 ;GOLD;3 ;76kg;;;;;;;;;;;;;;;;;;;;;;;;;Long Ball Pass, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;25;LM, RW, ST;;Avg & Normal;269421;Nott'm Forest;;Right;https://www.futwiz.com/en/fc25/player/jota-silva/1465;"5' 10"" / 179cm";1465;ENG 1;Jota Silva;Portugal;77;269421;RM;350;3 ;GOLD;2 ;77kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;23;RW;;Short & Stocky;264950;SC Freiburg;;Right;https://www.futwiz.com/en/fc25/player/shekiera-martinez/1388;"5' 4"" / 163cm";1388;Frauen Bundesliga;Shekiera Martinez;Germany;77;264950;ST;2900;3 ;GOLD;3 ;60kg;;;;;;;;;;;;;;;;;;;;;;;;;Technical, Flair, Quick Step, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;23;RB;;Tall & Normal;246565;LOSC Lille;;Right;https://www.futwiz.com/en/fc25/player/bafode-diakite/1295;"6' 1"" / 185cm";1295;FRA 1;Bafode Diakite;France;77;246565;CB;350;2 ;GOLD;3 ;74kg;;;;;;;;;;;;;;;;;;;;;;;;;Jockey, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;24;;;Tall & Normal;259524;Athletic Club;;Right;https://www.futwiz.com/en/fc25/player/aitor-paredes/1547;"6' 1"" / 186cm";1547;ESP 1;Aitor Paredes;Spain;77;259524;CB;350;2 ;GOLD;3 ;79kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;25;CAM;;Tall & Lean;237329;Newcastle Utd;;Right;https://www.futwiz.com/en/fc25/player/joe-willock/1663;"6' 1"" / 186cm";1663;ENG 1;Joe Willock;England;77;237329;CM;350;3 ;GOLD;3 ;71kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Press Proven, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;26;CAM, RW;;Avg & Lean;242577;Stade Brestois 29;;Left;https://www.futwiz.com/en/fc25/player/romain-faivre/1469;"5' 11"" / 180cm";1469;FRA 1;Romain Faivre;France;77;242577;RM;750;4 ;GOLD;3 ;69kg;;;;;;;;;;;;;;;;;;;;;;;;;Incisive Pass, Technical, Flair, Trivela, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;23;RW, LW;;Avg & Normal;273177;FC Rosengard;;Right;https://www.futwiz.com/en/fc25/player/olivia-holdt/1441;"5' 8"" / 172cm";1441;Sverige Liga;Olivia Holdt;Denmark;77;273177;ST;850;4 ;GOLD;2 ;62kg;;;;;;;;;;;;;;;;;;;;;;;;;Chip Shot, Flair, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;31;;;Tall & Normal;208165;Bergamo Calcio;;Right;https://www.futwiz.com/en/fc25/player/berat-djimsiti/1172;"6' 3"" / 190cm";1172;ITA 1;Berat Djimsiti;Albania;78;208165;CB;350;2 ;GOLD;3 ;83kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Header, Intercept, Aerial, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;24;;;Tall & Lean;255106;Sevilla FC;;Right;https://www.futwiz.com/en/fc25/player/loic-bade/1357;"6' 3"" / 191cm";1357;ESP 1;Loic Bade;France;77;255106;CB;350;2 ;GOLD;3 ;89kg;;;;;;;;;;;;;;;;;;;;;;;;;Jockey, Intercept, Anticipate, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;27;;;Avg & Stocky;264941;Levante UD;;Right;https://www.futwiz.com/en/fc25/player/emma-holmgren/1440;"5' 7"" / 171cm";1440;Liga F;Emma Holmgren;Sweden;77;264941;GK;350;1 ;GOLD;3 ;67kg;;51;;;;;;13;13;;;19;;19;;17;21;;31;;;;;;Rush Out, ;;;;;32;;18;49;;19;;41;;;;;;;;;;;;
September 10, 2024 18:38;19;CM;;Avg & Lean;269136;Man Utd;;Right;https://www.futwiz.com/en/fc25/player/kobbie-mainoo/156;"5' 11"" / 181cm";156;ENG 1;Kobbie Mainoo;England;77;269136;CDM;350;3 ;GOLD;3 ;80kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, Long Ball Pass, Press Proven, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;31;;;Short & Normal;246358;Orlando Pride;;Right;https://www.futwiz.com/en/fc25/player/mariana-larroquette/1415;"5' 5"" / 166cm";1415;NWSL;Mariana Larroquette;Argentina;77;246358;ST;5000;4 ;GOLD;4 ;55kg;;;;;;;;;;;;;;;;;;;;;;;;;Technical, Flair, ;;;;;;;;;;;;;;;;;;;;;;;;
September 10, 2024 18:34;24;LB, RM;;Avg & Lean;258966;Juventus;;Left;https://www.futwiz.com/en/fc25/player/andrea-cambiaso/149;"6' 0"" / 182cm";149;ITA 1;Andrea Cambiaso;Italy;77;258966;RB;350;3 ;GOLD;5 ;77kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;25;LM;;Avg & Normal;236920;AFC Bournemouth;;Right;https://www.futwiz.com/en/fc25/player/justin-kluivert/1419;"5' 7"" / 171cm";1419;ENG 1;Justin Kluivert;Netherlands;77;236920;CAM;600;4 ;GOLD RARE;4 ;66kg;;;;;;;;;;;;;;;;;;;;;;;;;Rapid, Flair, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;18;RW;;Avg & Stocky;272505;Real Madrid;;Left;https://www.futwiz.com/en/fc25/player/endrick/1567;"5' 8"" / 173cm";1567;ESP 1;Endrick;Brazil;77;272505;ST;950;4 ;GOLD RARE;3 ;66kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Shot, Rapid, Flair, Quick Step, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;22;;;Tall & Normal;242453;Brentford;;Right;https://www.futwiz.com/en/fc25/player/sepp-van-den-berg/1671;"6' 4"" / 192cm";1671;ENG 1;Sepp van den Berg;Netherlands;77;242453;CB;350;2 ;GOLD;3 ;87kg;;;;;;;;;;;;;;;;;;;;;;;;;Block, Aerial, ;;;;;;;;;;;;;;;;;;;;;;;;
September 10, 2024 18:44;30;CDM;;Avg & Normal;207439;AS Roma;;Right;https://www.futwiz.com/en/fc25/player/leandro-paredes/168;"5' 11"" / 180cm";168;ITA 1;Leandro Paredes;Argentina;78;207439;CM;650;4 ;GOLD RARE;4 ;75kg;;;;;;;;;;;;;;;;;;;;;;;;;Tiki Taka, Slide Tackle, Trivela, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;27;;;Tall & Lean;231627;Real Sociedad;;Right;https://www.futwiz.com/en/fc25/player/umar-sadiq/1523;"6' 4"" / 192cm";1523;ESP 1;Umar Sadiq;Nigeria;77;231627;ST;350;3 ;GOLD;3 ;78kg;;;;;;;;;;;;;;;;;;;;;;;;;Rapid, Flair, Quick Step, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;22;CM;;Tall & Normal;255069;FC Porto;;Right;https://www.futwiz.com/en/fc25/player/nico-gonzalez/1453;"6' 2"" / 188cm";1453;POR 1;Nico Gonzalez;Spain;77;255069;CDM;550;3 ;GOLD;3 ;85kg;;;;;;;;;;;;;;;;;;;;;;;;;Press Proven, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;25;;;Avg & Normal;264924;Leverkusen;;Left;https://www.futwiz.com/en/fc25/player/lilla-turanyi/1675;"5' 9"" / 175cm";1675;Frauen Bundesliga;Lilla Turanyi;Hungary;77;264924;CB;350;2 ;GOLD;3 ;66kg;;;;;;;;;;;;;;;;;;;;;;;;;Power Header, Long Ball Pass, Anticipate, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;19;RM, LM;;Avg & Normal;268421;FC Bayern Munchen;;Right;https://www.futwiz.com/en/fc25/player/mathys-tel/1488;"6' 0"" / 183cm";1488;GER 1;Mathys Tel;France;77;268421;ST;900;4 ;GOLD RARE;4 ;77kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, ;;;;;;;;;;;;;;;;;;;;;;;;
September 10, 2024 18:41;24;CAM;;Avg & Lean;246350;AS Roma;;Right;https://www.futwiz.com/en/fc25/player/enzo-le-fee/162;"5' 8"" / 173cm";162;ITA 1;Enzo Le Fee;France;77;246350;CM;4600;4 ;GOLD;3 ;66kg;;;;;;;;;;;;;;;;;;;;;;;;;Incisive Pass, Pinged Pass, Long Ball Pass, Technical, First Touch, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;22;;;Tall & Normal;258781;AFC Bournemouth;;Right;https://www.futwiz.com/en/fc25/player/illia-zabarnyi/1659;"6' 2"" / 189cm";1659;ENG 1;Illia Zabarnyi;Ukraine;77;258781;CB;350;2 ;GOLD;3 ;80kg;;;;;;;;;;;;;;;;;;;;;;;;;Jockey, Block, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;26;RM;;Avg & Stocky;236918;RSC Anderlecht;;Left;https://www.futwiz.com/en/fc25/player/anders-dreyer/1477;"5' 9"" / 174cm";1477;BEL 1;Anders Dreyer;Denmark;77;236918;RW;3000;3 ;GOLD;3 ;69kg;;;;;;;;;;;;;;;;;;;;;;;;;Finesse Shot, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:04;29;CDM;;Avg & Lean;242201;Getafe CF;;Right;https://www.futwiz.com/en/fc25/player/luis-milla/1575;"5' 9"" / 175cm";1575;ESP 1;Luis Milla;Spain;77;242201;CM;350;3 ;GOLD;3 ;67kg;;;;;;;;;;;;;;;;;;;;;;;;;Press Proven, Relentless, ;;;;;;;;;;;;;;;;;;;;;;;;
September 13, 2024 20:03;22;CAM;;Short & Normal;272225;UD Tenerife;;Right;https://www.futwiz.com/en/fc25/player/paola-hernandez/1445;"5' 4"" / 163cm";1445;Liga F;Paola Hernandez;Spain;77;272225;CM;350;3 ;GOLD;3 ;57kg;;;;;;;;;;;;;;;;;;;;;;;;;Press Proven, ;;;;;;;;;;;;;;;;;;;;;;;;
